"name","dynasty","lifetime","id","pinyin"
"叶清臣","宋代","叶清臣（1000─1049） 北宋名臣。字道卿，长洲人（今苏州市）。天圣二年（1024）榜眼。历任光禄寺丞、集贤校理，迁太常丞，进直史馆。论范仲淹、余靖以言事被黜事，为仁宗采纳，仲淹等得近徙。同修起居注，权三司使。知永兴军时，修复三白渠，溉田六千顷，实绩显著，后人称颂。著作今存《述煮茶小品》等。皇祐元年卒，年五十（一作四十七）。《宋史》、《东都事略》有传。《全宋词》录其词一首。","30287","y"
"毛铉","明代","毛铉，字鼎臣，山阴（今浙江省绍兴县）人。明洪武时在陕西一带从军戍边，后任国子学录。他的诗些富于生活气息。","30288","m"
"章炳麟","清代","章太炎(1869.1.12 －1936.6.14)，原名学乘，字枚叔，以纪念汉代辞赋家枚乘。后易名为炳麟。因反清意识浓厚，慕顾绛（顾炎武）的为人行事而改名为绛，号太炎。世人常称之为“太炎先生”。早年又号“膏兰室主人”、“刘子骏私淑弟子”等。中国浙江余杭人，清末民初思想家，史学家，朴学大师，国学大师，民族主义革命者。著名学者，研究范围涉及小学、历史、哲学、政治等等，著述甚丰。","30289","z"
"湘驿女子","唐代","湘驿女子：生平不详。唐代诗人，著有一诗甚为有名。诸多文学作品中均有记录《全唐诗》作者亦将此诗选编于内。","30290","x"
"何澹","宋代","何澹(1146～1219)，字自然。南宋诗人，曾任兵部侍郎、右谏大夫等职。嘉定十二年十二月病卒，终年74岁。著有 《小山集》 ，收入 《永乐大典》 及现代唐圭璋编 《全宋词》。","30291","h"
"太原妓","唐代","欧阳詹游太原，悦一妓，约至都相迎。别后，妓思之，疾甚，乃刃髻作诗寄詹，绝笔而逝。诗一首。","30292","t"
"畅当","唐代","畅当，生卒年不详，河东（今山西永济）人，唐后期儒士。官宦世家，畅璀之子。 初以子弟被召从军，后登大历七年进士第。贞元初，为太常博士，终果州刺史。与弟诸皆有诗名。诗一卷。畅当父亲畅璀，唐肃宗时官至散骑常侍，唐代宗时，与裴冕、贾至、王延昌待制集贤院，终于户部尚书。","30293","c"
"赵构","宋代","宋高宗赵构（1107年6月21日－1187年11月9日），字德基，宋朝第十位皇帝，南宋开国皇帝，宋徽宗赵佶第九子，宋钦宗赵桓异母弟，母显仁皇后韦氏。赵构生于大观元年五月乙巳日（1107年6月12日），同年赐名赵构，封蜀国公，历任定武军节度使、检校太尉等职，不久晋封康王，1127年（靖康二年）金兵掳徽、钦二帝北去后，被宋钦宗封为天下兵马大元帅的赵构在南京应天府即位，改元建炎，重建宋朝，史称“南宋”。","30294","z"
"廖行之","宋代","廖行之（1137～1189） ，字天民，号省斋，南宋衡州（今湖南省衡阳市）人。孝宗淳熙十一年（1184）进士，调岳州巴陵尉。未数月，以母老归养。告满，改授潭州宁乡主簿，未赴而卒，时淳熙十六年。品行端正，留心经济之学。遗著由其子谦编为《省斋文集》十卷，已佚。","30295","l"
"曹唐","唐代","曹唐，唐代诗人。字尧宾。桂州（今广西桂林）人。生卒年不详。初为道士，后举进士不第。咸通(860～874)中，为使府从事。曹唐以游仙诗著称，其七律《刘晨阮肇游天台》、《织女怀牵牛》、《萧史携弄玉上升》等17首,世称大游仙诗。《唐才子传》称他作《大游仙诗》50篇，则当有遗佚。其七绝《小游仙诗九十八首》，尤为著名。","30296","c"
"丘崈","宋代","丘崈(1135-1208) 南宋将领。字宗卿，江阴（今属江苏）人。","30297","q"
"莲花妓","唐代","莲花妓，豫章人也，陈陶隐南昌西山，镇帅严宇尝遣之侍陶。陶不顾，因求去，献诗一首。","30298","l"
"胡松年","宋代","胡松年，字茂老，生于北宋哲宗元佑二年（公元1087年），卒于南宋高宗绍兴十六年（公元1146年），海州怀仁 （今江苏省赣榆县）人，（《建炎以来系年要录》卷三五）。","30299","h"
"沈瀛","宋代","沈瀛[yíng]，字子寿，号竹斋，绍兴三十年进士。吴兴归安（今浙江湖州市）人。生卒年不详。绍兴三十年(1160)进士。历官江州守（今江西九江）、江东安抚司参议。有《竹斋词》1卷，明吴讷《唐宋名贤百家词》本，《□村丛书》本。","30300","s"
"薛能","唐代","薛能(817？-880？）晚唐著名诗人。《郡斋读书志》、《唐诗纪事》、《唐诗品汇》、《唐才子传》均载：“能，字太拙，汾州人(今山西汾阳一带)。”仕宦显达，官至工部尚书。时人称其“诗古赋纵横，令人畏后生”。唐人交游之风盛行。薛能一生仕宦他乡，游历众多地方，诗多寄送赠答、游历登临之作。晚唐一些著名诗人多与有诗与其唱和。","30301","x"
"舒元舆","唐代","舒元舆（791-835）字升远。婺州东阳上卢泉塘北人（又说浙江婺州兰溪垷坦人），其先祖曾任东阳郡守，祖父舒缜，授兰溪医学学训导、学正父敬之，母薛氏，其为长子。唐代大臣、诗人，唐元和八年（813）进士，初仕即以干练知名。曾任刑、兵两部侍郎，唐文宗时期两位宰相之一（兰溪历史上第一位官至宰相的人），另一宰相为李训，擅长写文章，有著作《舒元舆集》等，有作品被收录于《全唐诗》。舒元舆曾作《牡丹赋》，时人认为写得好。后来唐文宗赏牡丹时，吟诵其中词句，为舒元舆落泪哀悼。","30302","s"
"丘迟","南北朝","丘迟（464—508），字希范，吴兴乌程（今浙江省湖州市）人，丘灵鞠之子。南朝梁文学家。初仕南齐，官至殿中郎、车骑录事参军。后投入萧衍幕中，为其所重。梁天监三年，丘迟由中书侍郎出为永嘉太守。 丘迟诗文传世者不多，所作《与陈伯之书》，使陈伯之拥众八千归降， 其中“暮春三月，江南草长，杂花生树，群莺乱飞”更是千古传诵的名句。劝伯之自魏归梁，是当时骈文中的优秀之作。","30303","q"
"崔橹","唐代","崔橹，唐代诗人，进士，曾任棣州司马。他善于撰写杂文，诗作以绝句成就最高，今存诗十六首。他的诗作风格清丽，画面鲜艳，托物言志，意境深远。据阿袁（即陈忠远）先生《唐诗故事 .谢诗差幸人原谅 ——崔橹谢罪诗真是戒酒良方》记载，崔橹由于自身经历的缘故，后来还写诗谢罪而戒酒了呢，这可真是令人不由不肃然起敬的事儿了。","30304","c"
"邓廷桢","清代","邓廷桢（1776-1846），字维周，又字嶰筠，晚号妙吉祥室老人、刚木老人。汉族，江苏江宁(今南京)人。祖籍苏州洞庭西山明月湾。清代官吏，民族英雄。嘉庆六年进士，工书法、擅诗文、授编修，官至云贵、闽浙、两江总督，与林则徐协力查禁鸦片，击退英舰挑衅。后调闽浙，坐在粤办理不善事戍伊犁。释还，迁至陕西巡抚。有《石砚斋诗抄》等多部著作传世。江苏南京市有“邓廷桢墓”可供瞻仰、凭吊。","30305","d"
"陆叡","宋代","陆叡（？-1266），字景思，号云西，会稽人（今浙江绍兴）人。绍定五年（1232）进士。淳佑中沿江制置使参议。宝祐五年（1257），白礼部员外郎除秘书少监，又除起居舍人。后历官集英殿修撰、江南东路计度转运副使兼淮西总领。《全宋词》存其词三首。","30306","l"
"王鹏运","清代","王鹏运（1849—1904）晚清官员、词人。字佑遐，一字幼霞，中年自号半塘老人，又号鹜翁，晚年号半塘僧鹜。广西临桂（今桂林）人，原籍浙江山阴。同治九年举人，光绪间官至礼科给事中，在谏垣十年，上疏数十，皆关政要。二十八年离京，至扬州主学堂，卒于苏州。工词，与况周颐、朱孝臧、郑文焯合称“清末四大家”，鹏运居首。著有《味梨词》、《骛翁词》等集，后删定为《半塘定稿》。王鹏运曾汇刻《花间集》及宋、元诸家词为《四印斋所刻词》。","30307","w"
"薛时雨","清代","薛时雨，字慰农，一字澍生，晚号桑根老农。安徽全椒人。咸丰三年（1853）进士。官杭州知府，兼督粮道，代行布政、按察两司事。著有《藤香馆集》，附词二种：《西湖橹唱》、《江舟欸乃》。台湾第一巡抚刘铭传亲家。","30308","x"
"崔与之","宋代","崔与之（1158～1239）南宋名臣。字正子，一字正之，号菊坡，谥清献，原籍宁都白鹿营 （今江西省宁都县黄石镇营底村），幼年随父移居广东增城，故《宋史》载其广州人，《中国人名大辞典》载其增城（中新坑背崔屋村）人。绍熙四年（1193）进士。授浔州司法参军，调淮西提刑司检法官，特授广西提点刑狱。嘉定中，权发遣扬州事、主管淮东安抚司公事，知成都府兼本路安抚使。端平元年（1234），授广东经略安抚使兼知广州。二年，除参知政事。三年，拜右承相兼枢密使。嘉熙三年以观文殿大学士奉祠。著有《崔清献公集》。","30309","c"
"唐庚","宋代","唐庚，1070年～1120年在世，北宋诗人。字子西，人称鲁国先生。眉州丹棱（今属四川眉山市丹棱县）唐河乡人。哲宗绍圣（一○九四）进士（清光绪《丹棱县志》卷六），徽宗大观中为宗子博士。经宰相张商英推荐，授提举京畿常平。商英罢相，庚亦被贬，谪居惠州。后遇赦北归，复官承议郎，提举上清太平宫。后于返蜀道中病逝。","30310","t"
"王琼","明代","王琼（公元1459—1532），明朝军事人物，历事成化、弘治、正德和嘉靖四个皇帝，由工部主事六品之官，直做到户部、兵部和吏部尚书一品大员。王琼一生做了三件被人称赞的大事。一是治理漕河；二是，平定宸濠叛乱；三是，总制西北边防。因此，历史上称他和于谦、张居正为明代三重臣。","30311","w"
"何承天","南北朝","何承天（370-447），东海郯人（今山东临沂市兰陵县长城镇人 ），南朝宋著名的思想家和天文学家和音乐家。南朝任尚书载丞。何承天曾奏改《元嘉历》，订正旧历所订的冬至时刻和冬至时日所在位置，一直通行于宋、齐及梁天监中叶，在我国天文律历史上占有重要地位。其论周天度数和两极距离相当于给出圆周率的近似值约为3.1429，对后世历法影响很大。兼通音律，发明一种接近十二平均律的新律，能弹筝，复擅弈棋，著作有《达性论》、《与宗居士书》、《答颜光禄》、《报应问》等。曾奉命撰修《宋书》，书未成而卒。","30312","h"
"尤侗","清代","尤侗（1618年－1704年）明末清初著名诗人、戏曲家，曾被顺治誉为“真才子”；康熙誉为“老名士”。字展成，一字同人，早年自号三中子，又号悔庵，晚号良斋、西堂老人、鹤栖老人、梅花道人等，苏州府长洲（今江苏省苏州市）人。于康熙十八年（1679）举博学鸿儒，授翰林院检讨，参与修《明史》，分撰列传300余篇、《艺文志》5卷，二十二年告老归家。四十二年康熙南巡，得晋官号为侍讲，享年八十七岁。侗天才富赡，诗多新警之思，杂以谐谑，每一篇出，传诵遍人口，著述颇丰，有《西堂全集》。","30313","y"
"毛奇龄","清代","毛奇龄（1623—1716）清初经学家、文学家，与兄毛万龄并称为“江东二毛”。原名甡，又名初晴，字大可，又字于一、齐于，号秋晴，又号初晴、晚晴等，萧山城厢镇（今属浙江）人。以郡望西河，学者称“西河先生”。明末诸生，清初参与抗清军事，流亡多年始出。康熙时荐举博学鸿词科，授检讨，充明史馆纂修官。寻假归不复出。治经史及音韵学，著述极富。所著《西河合集》分经集、史集、文集、杂著，共四百余卷。","30314","m"
"王溥","宋代","王溥（922年－982年），字齐物，宋初并州祁人。历任后周太祖、世宗、恭帝、宋太祖——两代四朝宰相。出生于官宦世家，948年，甲科进士第一名，任秘书郎，953年，官至宰相。周恭帝时，上表请修《世宗实录》，与扈蒙、张淡等共同编修。郭威任枢密使时，率军平河中叛乱，聘为幕僚。957年，周世宗柴荣请王溥选择将帅，王溥举荐向拱，再次取得胜利。世宗死，赵匡胤势力强大，“王溥亦阴效诚款”，并献奉宅园取悦于他。赵匡胤黄袍加身返京，王溥“降阶先拜”。964年正月，罢相，任太子少保。太平兴国初年，封祁国公，982年八月去世。谥文献。","30315","w"
"陈洵","清代","陈洵，字述叔，别号海绡，是广东江门市潮连芝山人（前属新会县潮连乡），生于清朝同治十年（1871年） 。少有才思,聪慧非凡，尤好填词。光绪间曾补南海县学生员。后客游江西十余年，风尘仆仆，蹇滞殊甚。返回广州之后为童子师，设馆于广州西关,以舌耕糊口，生活穷窘。辛亥（1911年）革命后，受到新潮流的影响，思想有所变化，是年在广州加入南国诗社。晚岁教授广州中山大学。","30316","c"
"郑文焯","清代","郑文焯（1856～1918）晚清官员、词人。字俊臣，号小坡，又号叔问，晚号鹤、鹤公、鹤翁、鹤道人，别署冷红词客，尝梦游石芝崦，见素鹤翔于云间，因自号石芝崦主及大鹤山人，奉天铁岭（今属辽宁）人，隶正黄旗汉军籍，而托为郑康成裔，自称高密郑氏。光绪举人，曾任内阁中书，后旅居苏州。工诗词，通音律，擅书画，懂医道，长于金石古器之鉴，而以词人著称于世，其词多表现对清王朝覆灭的悲痛，所著有《大鹤山房全集》。","30317","z"
"郭麐","清代","郭麐（lín ）（1767～1831）字祥伯，号频伽，因右眉全白，又号白眉生、郭白眉 ，一号邃庵居士、苎萝长者。江苏吴江人。著作主要有《灵芬馆诗集》（《初集》四卷，《二集》十卷，《三集》四卷，《四集》十二卷，《续集》八卷，《杂著》二卷，《杂著续编》四卷）、《江行日记》一卷、《唐文粹补遗》二十六卷，以及《蘅梦词》、《浮眉楼词》、《忏余绮语》各二卷等。","30318","g"
"尹式","隋代","尹式（暂且不知～604）隋代河间（现属河北）人。博学能诗，少有令问。仁寿中，任汉王杨谅记室，王甚重之。仁寿四年（604），文帝死，杨谅起兵反对杨广失败，尹式自杀。其族人正卿、彦卿俱有俊才，名显于世。尹式原有文集，已失传，今存诗二首。","30319","y"
"曹德","元代","曹德，字明善，衢州（今浙江衢县）人。曾任衢州路吏，山东宪吏。后至元五年（一三三九）曹德在都下作〔清江引〕（又名〔岷江录〕）二曲讥讽权贵伯颜擅自专权，杀害剡王彻彻笃，锻炼诸狱，延及无辜。大书揭于五门之上，因此名声大噪。","30320","c"
"李郢","唐代","李郢，字楚望，长安人。大中十年，第进士，官终侍御史。诗作多写景状物，风格以老练沉郁为主。代表作有《南池》、《阳羡春歌》、《茶山贡焙歌》、《园居》、《中元夜》、《晚泊松江驿》、《七夕》、《江亭晚望》、《孔雀》、《画鼓》、《晓井》等，其中以《南池》流传最广。","30321","l"
"茅坤","明代","茅坤（1512～1601）明代散文家、藏书家。字顺甫，号鹿门，归安（今浙江吴兴）人，明末儒将茅元仪祖父。嘉靖十七年进士，官广西兵备佥事时，曾领兵镇压广西瑶族农民起义。茅坤文武兼长，雅好书法，提倡学习唐宋古文，反对“文必秦汉”的观点，至于作品内容，则主张必须阐发“六经”之旨。编选《唐宋八大家文抄》，对韩愈、欧阳修和苏轼尤为推崇。茅坤与王慎中、唐顺之、归有光等，同被称为“唐宋派”。有《白华楼藏稿》，刻本罕见。行世者有《茅鹿门集》。","30322","m"
"钱公辅","宋代","钱公辅（1021～1072），字君倚，武进（今江苏常州）人。宋代诗人。少从胡翼之学，有名吴中。仁宗皇祐元年（1049）进士（《宋诗拾遗》卷四）。历通判越州、知明州，擢知制诰。英宗即位，谪滁州团练使。神宗立，拜天章阁待制知邓州，复知制诰，知谏院。熙宁四年（1071），由知江宁府徙知扬州（《续资治通鉴长编》卷二二三）。五年，卒（同上书卷二四○），年五十二。《宋史》卷三二一有传。","30323","q"
"赵可","宋代","赵可 金代文学家。字献之，号玉峰散人。泽州高平（今山西高平）人。生卒年不详。少时赴考，在考场中戏书小词,为金主完颜亮所见,颇加赏识。贞元二年(1154)中进士。官至翰林直学士。著有《玉峰散人集》，今佚。诗入《中州集》，词入《中州乐府》。","30324","z"
"吴翌凤","清代","吴翌凤（1742～1819）清著名藏书家。字伊仲，号枚庵、一作眉庵，别号古欢堂主人，初名凤鸣，祖籍安徽休宁，侨居吴郡槐树街（今苏州），藏书家吴铨后裔。所著《逊志堂杂抄》10卷，系其读史笔记，内容多方涉及历代藏书、刻书史实，足资研究藏书史参考。另著有《怀旧集》20卷、《卯须集》20卷、《吴梅村诗集笺注》20卷、《与稽斋丛稿》31卷、《东窗丛录》5卷等。辑有《国朝文征》40卷。","30325","w"
"冯云山","清代","冯云山（1822年～1852年），又名乙龙，号绍光。广东花县（今属广州市）禾落地村人。汉族客家人，原籍广东龙川县石灰窑村。自幼喜读经史、天文、地理，曾参加科举考试，后在村中设馆授徒，以塾师为业。后为太平天国运动初期的重要领袖之一，官封南王，七千岁。","30326","f"
"黄庚","元代","黄庚，字星甫，号天台山人，天台（今属浙江）人。出生宋末，早年习举子业。元初“科目不行，始得脱屣场屋，放浪湖海，发平生豪放之气为诗文”。以游幕和教馆为生，曾较长期客越中王英孙（竹所）、任月山家。与宋遗民林景熙、仇远等多有交往，释绍嵩《亚愚江浙纪行集句诗》亦摘录其句。卒年八十馀。晚年曾自编其诗为《月屋漫稿》。事见本集卷首自序及集中有关诗文。　　黄庚诗，以原铁琴铜剑楼藏四卷抄本（今藏北京图书馆）为底本。校以影印文渊阁《四库全书》本（简称四库本）。两本卷次不同，文字亦各有错诲空缺，而底本多出校本诗十馀首。","30327","h"
"汪懋麟","清代","汪懋麟[公元一六四o年至一六八八年]字季角，号蛟门，江苏江都人。生于明思宗崇祯十三年，卒于清圣祖康熙二十七年，年四十九岁。康熙六年（公元一六六七年）进士，授内阁中书。因徐乾学荐，以刑部主事入史馆充纂修官，与修明史，撰述最富。吏才尤通敏。旋罢归，杜门谢宾客，昼治经，夜读史，日事研究，锐意成一家言。方三年，遽得疾卒。懋麟与汪楫同里同有诗名，时称“二汪”。著有百尺梧桐阁集二十六卷，《清史列传》行于世。","30328","w"
"李慈铭","清代","李慈铭(1830～1894）晚清官员，著名文史学家。初名模，字式侯，后改今名，字爱伯，号莼客，室名越缦堂，晚年自署越缦老人。会稽（今浙江绍兴）西郭霞川村人。光绪六年进士，官至山西道监察御史。数上封事，不避权要。日记三十余年不断，读书心得无不收录。学识渊博，承乾嘉汉学之余绪，治经学、史学，蔚然可观，被称为“旧文学的殿军”。","30329","l"
"吴激","宋代","吴激（1090～1142）宋、金时期的作家、书画家。字彦高，自号东山散人，建州（今福建建瓯）人。北宋宰相吴栻之子，书画家米芾之婿，善诗文书画，所作词风格清婉，多家园故国之思，与蔡松年齐名，时称“吴蔡体”，并被元好问推为“国朝第一作手”。","30330","w"
"石象之","宋代","石象之，生卒年不详，北宋文人。字简夫，越州新昌（今属浙江）人，石待聘之子。仁宗庆历二年（1042）进士，官太常博士、太子中允，以文学名世。","30331","s"
"孙逖","唐代","孙逖（696～761） 唐朝大臣、史学家，今东昌府区沙镇人。自幼能文，才思敏捷。曾任刑部侍郎、太子左庶子、少詹事等职。有作品《宿云门寺阁》《赠尚书右仆射》《晦日湖塘》等传世。","30332","s"
"江盈科","明代","江盈科，字进之，号绿萝山人。湖南桃源人，明万历二十年进士，先后历任长洲县令、大理寺正、户部员外郎、卒于四川提学副使任上。是明朝晚期文坛“公安派”的重要成员之一，诗文理论主张为文应抒发当时代个人的真性情，反对“文必秦汉、诗必盛唐”说法，极力赞成灵性说。","30333","j"
"李朝威","唐代","李朝威（约766—820），陇西人，唐代著名传奇作家。他的作品仅存《柳毅传》和《柳参军传》两篇。其《柳毅传》被鲁迅先生与元稹的《莺莺传》相提并论。他本人也被后来的一些学者誉之为传奇小说的开山鼻祖。","30334","l"
"郑域","宋代","生卒年均不详，约宋光宗绍熙中前后在世。淳熙十一年（1184）进士。曾倅池阳。庆元二年（公元1196年）随张贵谟使金，著有燕谷剽闻二卷，记金国事甚详。嘉定中官行在诸司粮料院干办。域能词，花庵词选中录存五首。赵万里《校辑宋金元人词》辑有《松窗词》一卷。杨慎《词品》卷四谓其《 昭君怨》咏梅词“兴比甚佳”，又《画堂春·春思》词“乐府多传之”。","30335","z"
"王彦威","唐代","王彦威 ，太原人。世儒家，少孤贫苦学，尤通《三礼》。无由自达，元和中游京师，求为太常散吏。卿知其书生，补充检讨官。彦威于礼阁掇拾自隋已来朝廷沿革、吉凶五礼，以类区分，成三十卷献之，号曰《元和新礼》，由是知名，特授太常博士。","30336","w"
"胡仔","宋代","胡仔(1110～1170) ，北宋著名文学家。字元任，胡舜陟次子。绩溪（今属安徽）人。宣和(1119～1126)年间寓居泗上，以父荫补将仕郎，授迪功郎，监潭州南岳庙，升从仕郎。绍兴六年(1136)，随父任去广西。","30337","h"
"崔日用","唐代","崔日用，唐朝大臣，诗人。进士出身，为芮城尉。先是攀附武三思，后附唐玄宗。在诛除太平公主前，玄宗跟崔日用讨论，日用说：“太平公主谋逆有期，陛下往在宫府（太子），欲有讨捕，犹是子道臣道，须用谋用力。今既光临大宝，但须下一制，谁敢不从？”并建议“先定北军”，七月初四，玄宗完全按照崔日用的计划行事。遂诛太平公主。史称崔日用“每朝廷有事，转祸为福，以取富贵”。封齐国公。","30338","c"
"谈迁","清代","谈迁（1594～1657），明末清初史学家。原名以训，字仲木，号射父。明亡后改名迁，字孺木，号观若，自称“江左遗民”。浙江海宁（今浙江海宁西南）人。终生不仕，以佣书、作幕僚为生。喜好博综，子史百家无不致力，对明代史事尤其注心。著有《国榷》一书。50多岁完成原稿，但被小偷偷走，在受到打击后，他便从痛苦中挣脱出来，编著一部新的《国榷》。新的《国榷》共104卷，428万4千字。","30339","t"
"夏元鼎","宋代","夏元鼎[约公元1201年前后在世]字宗禹，永嘉（今浙江永嘉）人。南宋时期人。","30340","x"
"江湜","清代","江湜 （shí ）（1818～1866）清代诗人。字持正，又字弢叔，别署龙湫院行者，长洲（今江苏苏州）人，诸生。三与乡试，皆不第，出为幕友，历山东、福建等省。在京师得亲戚资助，捐得浙江候补县丞。咸丰十年，奔走避兵，忧愤而死。诗宗宋人，多危苦之言。有《伏敔堂诗录》。《吴中先贤谱》 苏文 编绘。","30341","j"
"利登","宋代","利登（生卒年不详）字履道，号碧涧，南城（今属江西）人，一说金川（今属四川）人。","30342","l"
"王珪","南北朝","王珪（570-639年），字叔玠，河东祁县（今山西祁县）人，唐初四大名相之一，南梁尚书令王僧辩之孙。隋文帝开皇十三年，入召秘书内省，授为太常治礼郎。受叔父王頍牵连，逃遁终南山。唐朝建立后，历任世子府咨议参军、太子中舍人、太子中允，成为隐太子李建成的心腹，后因杨文干事件被流放嶲州。贞观年间，征召回朝，历任谏议大夫、黄门侍郎、侍中、同州刺史、礼部尚书、魏王老师，封永宁郡公。贞观十三年，病逝，追赠吏部尚书，予谥号为懿。","30343","w"
"刘一止","宋代","刘一止（1078～1160）字行简，号太简居士，湖州归安（今浙江湖州）人。宣和三年进士，累官中书舍人、给事中，以敷文阁直学士致仕。为文敏捷，博学多才，其诗为吕本中、陈与义所叹赏。有《苕溪集》。","30344","l"
"王仲舒","唐代","王仲舒（762—823）字弘中，并州祁（今山西太原）人。唐朝文学家。少好学，工诗文。历任苏州刺史、洪州刺史、中书舍人等。元和年间（806—820），在南昌奖励文学，文风盛开。还邀请当时担任袁州刺史的韩愈来南昌，对南昌文学的发展做出重要贡献。作有《滕王阁记》和《钟陵送别》等。","30345","w"
"李旦","唐代","唐睿宗李旦（662年6月22日[1] —716年7月13日），初名李旭轮，唐高宗李治第八子，武则天幼子，唐中宗李显同母弟。初封殷王，领冀州大都督。他一生两度登基，二让天下，在位时间文明元年至载初二年（684年―690年）和景云元年至延和元年（710年―712年），共在位8年。公元690年让位于母后武则天，被封为皇嗣。公元710年再度即位。公元712年禅位于子李隆基（唐玄宗），称太上皇，居五年去世，享年五十五岁，庙号唐睿宗，谥号玄真大圣大兴孝皇帝，葬于桥陵。","30346","l"
"赵汝愚","宋代","赵汝愚(1140--1196)，字子直，饶州余干人，宋代汉恭宪王元佐七世孙。卒于宋宁宗庆元二年。宋建炎(1117—1130)，迁居崇德县洲钱(今桐乡市洲泉镇)。父应善，字彦远，性孝悌，工诗翰，官至江南西路兵马都监。早有大志。擢进士第一，签书宁国事节度判官。召试职馆，除秘书省正字。历迁集英殿修撰，帅福建。绍熙二年，公元一一九一年召为吏部尚书。迁知枢密院事，辞不拜。孝宗卒，适光宗疾，不能执丧。汝愚遣韩侂胄以内禅意请于宪圣太后，奉嘉王即皇帝位，即丧次命朱熹待制经筵，悉收召士君子之在外者进右丞相。","30347","z"
"明本","元代","明本(1263—1323)，元朝僧人。俗姓孙，号中峰，法号智觉，西天目山住持，钱塘(今杭州)人。明本从小喜欢佛事，稍通文墨就诵经不止，常伴灯诵到深夜。24岁赴天目山，受道于禅宗寺，白天劳作，夜晚孜孜不倦诵经学道，遂成高僧。仁宗曾赐号“广慧禅师”，并赐谥“普应国师”。憩止处曰幻住山房。","30348","m"
"张建封","唐代","[唐]（公元七三五年至八oo年）字本立，邓州南阳人，寓居兖州。生于唐玄宗开元二十三年，卒于德宗贞元十六年，年六十六岁。少喜文章，能辩论，慷慨尚气，以功名自许。代宗诏李光弼进讨苏常盗，建封请前谕盗，一日降数千人。德宗时，李希烈反，建封拒战有功，拜徐、泗、濠节度使。贞元中来朝。时宦者主宫市，谏章列上皆不纳；建封得间言之，帝颇顺听。及还镇，帝赋诗以饯，又以鞭赐之。后以病求代，代者未至而卒。建封著有文二百三十篇，《新唐书艺文志》传于世。","30349","z"
"沈自晋","明代","沈自晋(1583～1665)，明末清初的著名戏曲家。字伯明，晚字长康，号西来，双号鞠通。生于明万历癸未年九月十八日，卒于清康熙乙巳年二月二十六日，享年八十三岁。沈自晋出身于吴江沈氏家族，淡泊功名，待人温厚，勤学博览，富有文才。他更有非凡的音乐天赋，终生酷爱，钻研不息，是剧坛江派的健将。著作有《黍离续奏》、《越溪新咏》、《不殊堂近草》等。","30350","s"
"时彦","宋代","时彦（？—1107），字邦彦，河南开封（今河南开封）人。宋神宗元丰二年（1079）己未科状元。存词仅一首。","30351","s"
"律然","清代","［清］僧。字素风，海虞（今江苏常熟）秦氏子，剃染长寿庵。工诗、画，有息影斋诗钞。《清画家诗史》","30352","l"
"凌廷堪","清代","凌廷堪（1755－1809），字仲子，一字次仲。安徽歙县人。少赋异禀，读书一目十行，年幼家贫，凌廷堪弱冠之年方才开始读书。稍长，工诗及骈散文，兼为长短句。仰慕其同乡江永、戴震学术，于是究心于经史。乾隆五十四年（1790）应江南乡试中举，次年中进士，例授知县，自请改为教职，入选宁国府学教授。之后因其母丧到徽州，曾一度主讲敬亭、紫阳二书院，后因阮元聘请，为其子常生之师。晚年下肢瘫痪，毕力著述十余年。","30353","l"
"杨载","元代","杨载（1271—1323）元代中期著名诗人，与虞集、范梈、揭傒斯齐名，并称为“元诗四大家”。字仲弘，浦城（今福建浦城县）人。延祐二年进士，授承务郎，官至宁国路总管府推官。杨载文名颇大，文章以气为主，诗作含蓄，颇有新的意境。","30354","y"
"吴绮","清代","吴绮(1619～1694) 清代词人。字园次，一字丰南，号绮园，又号听翁。江都（今江苏扬州）人。顺治十一年(1645)贡生、荐授弘文院中书舍人，升兵部主事、武选司员外郎。又任湖州知府，以多风力，尚风节，饶风雅，时人称之为三风太守。后失官，再未出仕。","30355","w"
"李清臣","宋代","[公元一0三二年至一一0二年]字邦直，魏人。生于宋仁宗明道元年，卒于徽宗崇宁元年，年七十一岁。七岁知读书，日诵数千言。稍能为文，因佛寺火，作浮图火解，兄警奇之。韩琦闻其名，妻以侄女。举进士，调邢州司户参军。应材识兼茂科，欧阳修壮其文，以比苏轼。治平二年，（公元一0六五年）试阁策入等，授书郎签书。神宗召为两朝史编修官，起居注，进知制诰。哲宗朝，范纯仁去位，独专中书，复青苗、免役诸法。计激帝怒，罢苏辙官。徽宗立，为门下侍郎。寻为曾布所陷出知大名府，卒。清臣以俭自持至富贵不改。居官奉法，毋敢挠以私。清臣所为文，简重宏放，自成一家。","30356","l"
"阮逸女","宋代","阮逸 ，字天隐，建州建阳（今属福建）人。天圣五年(1027)进士。景佑二年(1035)，典乐事。庆历中，以诗得罪，除名贬窜远州。皇佑中，特迁户部员外郎。与胡瑗合著有《皇佑新乐图记》。","30357","r"
"张曙","唐代","张曙 （772-846），小字阿灰,一作阿咸，南阳（今属河南）人。侍郎张祎之从子。（一说侄）。唐昭宗龙纪元年（889年）进士,官至拾遗。 曙工诗善词，才名籍甚。颇为乡里所重。词传一首，或疑张泌作。","30358","z"
"陈凤仪","宋代","陈凤仪 (?～?) 北宋成都乐妓。与张安道（方平）同时，为其所宠爱。陈凤仪作歌《一络索》赠送他。今存词1首。作品辑如《全宋词》","30359","c"
